date,symbol,company_name,time,consensus,no_of_estimates,market_cap,last_year_eps,last_year_rpt_dt,surprise_percent
2025-08-13,PRPH,,time-pre-market,,1,"$11,702,157",($0.33),8/14/2024,
2025-08-13,XTIA,,time-not-supplied,,1,"$11,191,821",($99.99),N/A,
2025-08-13,ATER,,time-after-hours,,1,"$11,025,934",($0.52),N/A,
2025-08-13,VS,,time-not-supplied,,1,"$10,832,706",($0.54),N/A,
2025-08-13,MTR,,time-not-supplied,,1,"$10,678,371",$0.12,N/A,
2025-08-13,TNON,,time-after-hours,,1,"$10,474,159",($8.16),N/A,
2025-08-13,GP,,time-not-supplied,,1,"$10,464,939",($0.21),8/14/2024,
2025-08-13,HTCR,,time-not-supplied,,1,"$10,437,217",($0.09),8/14/2024,
2025-08-13,LGVN,,time-after-hours,,3,"$10,435,970",($1.83),8/14/2024,
2025-08-13,BURU,,time-not-supplied,,1,"$10,331,340",($1.40),N/A,
2025-08-13,PHIO,,time-not-supplied,,1,"$10,220,068",($3.62),8/14/2024,
2025-08-13,LVLU,,time-after-hours,,1,"$10,013,866",($3.90),N/A,
2025-08-13,BGLC,,time-not-supplied,,1,"$9,773,488",$0.10,N/A,
2025-08-13,VRME,,time-pre-market,,1,"$9,725,302",($0.03),8/13/2024,
2025-08-13,SONN,,time-not-supplied,,N/A,"$9,719,037",($5.60),8/14/2024,
2025-08-13,MSN,,time-not-supplied,,1,"$9,349,250",($0.05),N/A,
2025-08-13,RNAZ,,time-not-supplied,,1,"$9,161,484",($99.99),N/A,
2025-08-13,DWTX,,time-pre-market,,2,"$9,116,272",($1.25),8/08/2024,
2025-08-13,LYRA,,time-not-supplied,,2,"$8,840,051",($14.50),8/14/2024,
2025-08-13,PMNT,,time-not-supplied,,1,"$8,796,685",($0.22),N/A,
2025-08-13,BFRI,,time-after-hours,,1,"$8,663,107",($1.12),8/14/2024,
2025-08-13,YCBD,,time-not-supplied,,1,"$8,654,962",($1.20),N/A,
2025-08-13,AREB,,time-not-supplied,,1,"$8,369,069",($99.99),N/A,
2025-08-13,CARV,,time-not-supplied,,1,"$8,271,081",($0.43),N/A,
2025-08-13,ICU,,time-after-hours,,1,"$8,218,596",($1.03),N/A,
2025-08-13,MTNB,,time-not-supplied,,1,"$8,139,176",$1,N/A,
2025-08-13,SSKN,,time-after-hours,,N/A,"$7,921,869",($0.03),8/14/2024,
2025-08-13,CLRO,,time-not-supplied,,1,"$7,901,869",($1.80),N/A,
2025-08-13,JTAI,,time-not-supplied,,1,"$7,806,843",($56.82),N/A,
2025-08-13,BIAF,,time-not-supplied,,1,"$7,602,600",($0.19),N/A,
2025-08-13,SHFS,,time-not-supplied,,1,"$7,350,969",$0.40,N/A,
2025-08-13,IBO,,time-not-supplied,,1,"$6,758,162",N/A,N/A,
2025-08-13,HCWB,,time-not-supplied,,1,"$6,677,976",$16,N/A,
2025-08-13,EVTV,,time-not-supplied,,1,"$6,425,535",($0.50),N/A,
2025-08-13,STRR,,time-pre-market,,1,"$6,418,680",($0.29),8/13/2024,
2025-08-13,NITO,,time-not-supplied,,1,"$6,287,962",($0.23),N/A,
2025-08-13,XWEL,,time-not-supplied,,1,"$6,286,924",($0.48),N/A,
2025-08-13,SLNH,,time-not-supplied,,1,"$6,186,598",($1.74),8/14/2024,
2025-08-13,SQFT,,time-not-supplied,,1,"$5,897,308",($1.90),N/A,
2025-08-13,CMCT,,time-pre-market,,1,"$5,818,020",($22.06),N/A,
2025-08-13,STSS,,time-not-supplied,,1,"$5,798,554",($99.99),N/A,
2025-08-13,VYNE,,time-not-supplied,,2,"$5,681,062",($0.22),8/14/2024,
2025-08-13,MSPR,,time-not-supplied,,1,"$5,674,940",($37.25),N/A,
2025-08-13,GNLN,,time-not-supplied,,1,"$5,559,119",($99.99),N/A,
2025-08-13,NEHC,,time-not-supplied,,1,"$5,543,562",N/A,N/A,
2025-08-13,ASNS,,time-not-supplied,,1,"$5,345,077",$0.01,8/14/2024,
2025-08-13,NAAS,,time-not-supplied,,1,"$5,278,314",($6.72),N/A,
2025-08-13,BOXL,,time-not-supplied,,1,"$5,210,165",($0.90),N/A,
2025-08-13,ONFO,,time-not-supplied,,1,"$5,024,848",($0.17),N/A,
2025-08-13,IVDA,,time-not-supplied,,1,"$4,942,205",($0.24),N/A,
2025-08-13,ENSC,,time-not-supplied,,2,"$4,931,052",($3.30),8/14/2024,
2025-08-13,DYAI,,time-after-hours,,1,"$4,901,515",($0.07),8/13/2024,
2025-08-13,AQMS,,time-after-hours,,1,"$4,798,328",$10,N/A,
2025-08-13,OBLG,,time-not-supplied,,1,"$4,637,395",($1.60),N/A,
2025-08-13,BKYI,,time-pre-market,,1,"$4,523,737",$1,N/A,
2025-08-13,GTBP,,time-not-supplied,,1,"$4,500,331",($2.24),8/14/2024,
2025-08-13,OCTO,,time-not-supplied,,1,"$4,475,774",($1.45),N/A,
2025-08-13,OLB,,time-not-supplied,,1,"$4,436,322",($1.49),N/A,
2025-08-13,CPHI,,time-not-supplied,,1,"$4,403,703",($0.90),N/A,
2025-08-13,POLA,,time-not-supplied,,1,"$4,382,623",$0.21,N/A,
2025-08-13,ATXG,,time-not-supplied,,1,"$4,362,323",($0.25),N/A,
2025-08-13,MOVE,,time-not-supplied,,1,"$4,337,578",($0.90),N/A,
2025-08-13,ACON,,time-not-supplied,,1,"$4,244,320",($99.99),8/14/2024,
2025-08-13,TCRT,,time-not-supplied,,1,"$4,164,383",($0.71),N/A,
2025-08-13,CERO,,time-not-supplied,,1,"$4,128,736",($99.99),N/A,
2025-08-13,DRMA,,time-not-supplied,,1,"$3,926,371",($41.80),N/A,
2025-08-13,XPON,,time-after-hours,,1,"$3,914,383",$26,8/14/2024,
2025-08-13,SGBX,,time-not-supplied,,1,"$3,443,045",($2.73),N/A,
2025-08-13,CWD,,time-after-hours,,1,"$3,372,317",($4.40),8/12/2024,
2025-08-13,AEMD,,time-after-hours,,1,"$3,205,792",($2.72),8/14/2024,
2025-08-13,NDRA,,time-not-supplied,,1,"$3,123,305",($99.99),8/14/2024,
2025-08-13,XRTX,,time-not-supplied,,1,"$3,118,863",$0.06,N/A,
2025-08-13,SBEV,,time-not-supplied,,N/A,"$3,046,878",($3.60),8/14/2024,
2025-08-13,CNSP,,time-not-supplied,,1,"$3,017,776",($99.99),N/A,
2025-08-13,CREG,,time-not-supplied,,1,"$2,942,781",($0.50),N/A,
2025-08-13,QLGN,,time-not-supplied,,1,"$2,829,372",$10,N/A,
2025-08-13,AMZE,,time-not-supplied,,1,"$2,689,218",($1.38),N/A,
2025-08-13,ELAB,,time-not-supplied,,1,"$2,654,493",($99.99),N/A,
2025-08-13,XAGE,,time-not-supplied,,1,"$2,620,427",($4.80),N/A,
2025-08-13,SOAR,,time-not-supplied,,1,"$2,517,717",($12.25),N/A,
2025-08-13,BENF,,time-not-supplied,,2,"$2,453,081",$0.17,8/14/2024,
2025-08-13,XELB,,time-not-supplied,,1,"$2,428,584",($0.10),8/14/2024,
2025-08-13,AIHS,,time-not-supplied,,1,"$2,404,957",($0.60),N/A,
2025-08-13,CETX,,time-not-supplied,,1,"$2,248,572",($99.99),N/A,
2025-08-13,DFSC,,time-not-supplied,,1,"$2,110,849",($21.01),N/A,
2025-08-13,SXTP,,time-not-supplied,,1,"$2,032,590",($21.15),8/14/2024,
2025-08-13,AIM,,time-not-supplied,,1,"$1,979,379",$3,8/14/2024,
2025-08-13,PTIX,,time-not-supplied,,1,"$1,649,096",($5.04),N/A,
2025-08-13,IVF,,time-not-supplied,,1,"$1,624,476",($22.33),N/A,
2025-08-13,RSLS,,time-not-supplied,,1,"$1,387,961",($87.21),N/A,
2025-08-13,MYSE,,time-not-supplied,,1,,($0.33),N/A,
2025-08-14,AMAT,,time-after-hours,,11,"$147,964,621,250",$2.12,8/15/2024,
2025-08-14,DE,,time-pre-market,,11,"$137,303,900,344",$6.29,8/15/2024,
2025-08-14,NTES,,time-pre-market,,2,"$81,606,594,842",$1.43,8/22/2024,
2025-08-14,NU,,time-after-hours,,3,"$57,438,410,989",$0.12,8/13/2024,
2025-08-14,JD,,time-pre-market,,2,"$45,313,721,668",$1.24,8/15/2024,
2025-08-14,BAP,,time-after-hours,,3,"$23,520,073,396",$4.49,8/08/2024,
2025-08-14,TPR,,time-pre-market,,7,"$22,422,228,270",$0.92,8/15/2024,
2025-08-14,AMCR,,time-pre-market,,5,"$13,933,108,564",$0.21,8/15/2024,
2025-08-14,AIT,,time-pre-market,,4,"$9,997,599,109",$2.64,8/15/2024,
2025-08-14,NICE,,time-pre-market,,7,"$9,149,089,790",$2.12,8/15/2024,
2025-08-14,VIPS,,time-pre-market,,2,"$9,068,082,107",$0.48,8/20/2024,
2025-08-14,BIRK,,time-pre-market,,7,"$8,929,400,263",$0.49,8/29/2024,
2025-08-14,ZK,,time-pre-market,,N/A,"$7,488,646,978",($1.31),8/21/2024,
2025-08-14,SNDK,,time-after-hours,,1,"$6,301,627,085",N/A,N/A,
2025-08-14,CIG,,time-pre-market,,N/A,"$5,523,239,057",$0.07,8/13/2024,
2025-08-14,NIQ,,time-pre-market,,1,"$5,059,250,000",N/A,N/A,
2025-08-14,QFIN,,time-after-hours,,2,"$4,357,002,000",$1.22,8/13/2024,
2025-08-14,AG,,time-pre-market,,2,"$4,235,320,725",($0.07),8/01/2024,
2025-08-14,GLNG,,time-pre-market,,2,"$4,198,499,962",$0.42,8/15/2024,
2025-08-14,AAP,,time-pre-market,,12,"$3,557,185,812",$0.75,8/22/2024,
2025-08-14,GLOB,,time-after-hours,,6,"$3,284,477,260",$1.16,8/15/2024,
2025-08-14,CLBT,,time-pre-market,,2,"$3,237,635,238",$0.10,8/15/2024,
2025-08-14,MH,,time-pre-market,,1,"$2,484,929,762",N/A,N/A,
2025-08-14,WB,,time-pre-market,,N/A,"$2,382,149,974",$0.42,8/22/2024,
2025-08-14,QUBT,,time-after-hours,,1,"$2,319,272,203",($0.06),10/02/2024,
2025-08-14,TMC,,time-after-hours,,1,"$1,937,695,111",($0.06),8/14/2024,
2025-08-14,CSAN,,time-after-hours,,N/A,"$1,914,404,342",($0.09),8/14/2024,
2025-08-14,TRMD,,time-pre-market,,1,"$1,814,450,646",$2.02,8/15/2024,
2025-08-14,SKE,,time-not-supplied,,1,"$1,807,279,927",($0.28),8/08/2024,
2025-08-14,CELC,,time-after-hours,,5,"$1,766,844,264",($0.62),8/14/2024,
2025-08-14,XNET,,time-pre-market,,1,"$1,384,659,870",$0.04,N/A,
2025-08-14,NNE,,time-after-hours,,2,"$1,317,419,720",($0.17),8/14/2024,
2025-08-14,EVLV,,time-after-hours,,1,"$1,187,332,886",$0.02,8/08/2024,
2025-08-14,JCAP,,time-after-hours,,1,"$1,132,286,936",N/A,N/A,
2025-08-14,DAO,,time-pre-market,,1,"$1,051,013,699",($0.12),N/A,
2025-08-14,SPTN,,time-pre-market,,1,"$899,729,624",$0.59,8/15/2024,
2025-08-14,SLSR,,time-not-supplied,,N/A,"$877,296,520",($0.12),8/08/2024,
2025-08-14,PBT,,time-not-supplied,,1,"$763,452,078",$0.18,N/A,
2025-08-14,SGML,,time-after-hours,,N/A,"$743,363,620",($0.10),8/15/2024,
2025-08-14,BTBT,,time-after-hours,,4,"$623,342,613",($0.01),8/19/2024,
2025-08-14,VENU,,time-after-hours,,1,"$614,831,679",N/A,N/A,
2025-08-14,TRML,,time-not-supplied,,7,"$539,201,174",($0.68),8/08/2024,
2025-08-14,NUTX,,time-after-hours,,1,"$498,851,809",($0.07),N/A,
2025-08-14,NLOP,,time-not-supplied,,1,"$490,642,164",$1.18,N/A,
2025-08-14,PVLA,,time-pre-market,,5,"$461,131,787",($2.76),8/14/2024,
2025-08-14,NEON,,time-not-supplied,,N/A,"$395,069,984",($0.11),8/08/2024,
2025-08-14,GAMB,,time-after-hours,,1,"$347,628,990",$0.20,8/15/2024,
2025-08-14,AURA,,time-not-supplied,,3,"$343,838,305",($0.41),8/08/2024,
2025-08-14,GRRR,,time-pre-market,,1,"$340,340,333",N/A,N/A,
2025-08-14,BZAI,,time-after-hours,,1,"$334,540,084",N/A,N/A,
2025-08-14,ISSC,,time-pre-market,,1,"$325,852,909",$0.11,8/09/2024,
2025-08-14,STRT,,time-after-hours,,1,"$310,065,257",$2.39,8/08/2024,
2025-08-14,CAN,,time-pre-market,,3,"$306,540,240",($0.15),8/15/2024,
2025-08-14,ICG,,time-after-hours,,1,"$299,871,243",$0.12,N/A,
2025-08-14,ALLT,,time-pre-market,,1,"$296,108,392",($0.08),8/27/2024,
2025-08-14,VOR,,time-not-supplied,,3,"$248,669,445",($0.41),8/08/2024,
2025-08-14,UMAC,,time-after-hours,,1,"$247,308,493",($0.16),8/14/2024,
2025-08-14,DMRC,,time-after-hours,,1,"$237,287,531",($0.23),N/A,
2025-08-14,LIEN,,time-pre-market,,2,"$235,734,815",$0.25,8/08/2024,
2025-08-14,FENC,,time-pre-market,,2,"$227,650,500",($0.20),8/13/2024,
2025-08-14,KG,,time-not-supplied,,1,"$224,678,405",($2.20),N/A,
2025-08-14,ARAI,,time-after-hours,,1,"$223,669,285",N/A,N/A,
2025-08-14,STRZ,,time-after-hours,,1,"$218,140,858",N/A,N/A,
2025-08-14,CCRD,,time-not-supplied,,1,"$213,588,605",$0.11,8/01/2024,
2025-08-14,MDWD,,time-pre-market,,5,"$210,633,060",($0.68),8/14/2024,
2025-08-14,KULR,,time-after-hours,,2,"$203,029,425",($0.24),8/12/2024,
2025-08-14,PEW,,time-after-hours,,1,"$194,348,000",N/A,N/A,
2025-08-14,CV,,time-after-hours,,1,"$189,446,669",N/A,N/A,
2025-08-14,SWKH,,time-after-hours,,1,"$180,056,585",$0.46,N/A,
2025-08-14,PROF,,time-after-hours,,2,"$169,134,968",($0.28),8/08/2024,
2025-08-14,CYBN,,time-not-supplied,,1,"$167,413,538",($0.38),8/08/2024,
2025-08-14,ACOG,,time-after-hours,,1,"$160,037,672",($0.25),N/A,
2025-08-14,VUZI,,time-after-hours,,1,"$152,484,830",($0.62),N/A,
2025-08-14,BKTI,,time-pre-market,,1,"$147,200,912",$0.47,N/A,
2025-08-14,FTLF,,time-after-hours,,1,"$146,782,455",$0.26,8/14/2024,
2025-08-14,POWW,,time-not-supplied,,1,"$135,848,559",$0.01,8/08/2024,
2025-08-14,STG,,time-pre-market,,1,"$134,892,155",$0.83,N/A,
2025-08-14,ORGN,,time-after-hours,,N/A,"$131,381,611",($0.14),8/14/2024,
2025-08-14,PLX,,time-pre-market,,2,"$128,167,455",($0.03),8/14/2024,
2025-08-14,SAVA,,time-not-supplied,,1,"$108,692,766",($1.28),N/A,
2025-08-14,CSPI,,time-pre-market,,1,"$105,831,074",($0.02),N/A,
2025-08-14,AFCG,,time-pre-market,,2,"$104,845,472",$0.54,8/07/2024,
2025-08-14,BRAG,,time-pre-market,,N/A,"$102,778,726",($0.11),8/08/2024,
2025-08-14,CNVS,,time-after-hours,,1,"$94,778,663",($0.20),N/A,
2025-08-14,LODE,,time-after-hours,,1,"$87,268,357",($0.60),8/08/2024,
2025-08-14,MIST,,time-not-supplied,,4,"$82,869,623",($0.14),8/08/2024,
2025-08-14,LGO,,time-not-supplied,,N/A,"$82,404,480",($0.23),8/08/2024,
2025-08-14,BLNE,,time-after-hours,,N/A,"$81,431,532",($8.70),8/14/2024,
2025-08-14,ELUT,,time-after-hours,,N/A,"$80,997,858",($1.14),8/07/2024,
2025-08-14,LNZA,,time-not-supplied,,2,"$79,679,974",($0.14),8/08/2024,
2025-08-14,FURY,,time-not-supplied,,N/A,"$78,667,065",($0.02),8/08/2024,
2025-08-14,GNSS,,time-after-hours,,2,"$73,601,842",($0.15),8/06/2024,
2025-08-14,DUOT,,time-after-hours,,2,"$70,622,664",($0.43),8/13/2024,
2025-08-14,ELTK,,time-pre-market,,1,"$69,053,901",$0.11,N/A,
2025-08-14,SHIM,,time-after-hours,,1,"$68,155,105",($1.83),8/15/2024,
2025-08-14,WRAP,,time-after-hours,,1,"$65,750,318",($0.02),N/A,
2025-08-14,MNOV,,time-not-supplied,,1,"$65,687,637",($0.05),8/08/2024,
2025-08-14,VNRX,,time-after-hours,,1,"$63,874,060",($0.08),8/14/2024,
2025-08-14,ICCC,,time-after-hours,,1,"$60,189,064",($0.20),N/A,
2025-08-14,BHM,,time-not-supplied,,1,"$55,255,710",($0.02),N/A,
2025-08-14,HOWL,,time-not-supplied,,5,"$52,950,902",($0.43),8/08/2024,
2025-08-14,ZSPC,,time-after-hours,,1,"$52,399,049",N/A,N/A,
2025-08-14,AUID,,time-after-hours,,1,"$51,086,212",($0.34),N/A,
2025-08-14,VTVT,,time-not-supplied,,1,"$49,430,128",($0.81),8/08/2024,
2025-08-14,INKT,,time-pre-market,,3,"$48,704,729",($0.70),8/13/2024,
2025-08-14,CBUS,,time-after-hours,,3,"$48,138,376",($1.14),8/08/2024,
2025-08-14,PIII,,time-after-hours,,1,"$47,440,912",($7.50),8/07/2024,
2025-08-14,LTRN,,time-not-supplied,,1,"$46,697,859",($0.46),8/08/2024,
2025-08-14,GANX,,time-not-supplied,,3,"$43,154,154",($0.42),8/08/2024,
2025-08-14,IPSC,,time-not-supplied,,4,"$42,183,328",($0.38),8/08/2024,
2025-08-14,RNXT,,time-after-hours,,2,"$40,778,039",($0.10),8/13/2024,
2025-08-14,KORE,,time-after-hours,,1,"$40,669,345",($0.99),8/15/2024,
2025-08-14,NMTC,,time-pre-market,,N/A,"$36,773,483",($0.10),8/14/2024,
2025-08-14,SNYR,,time-pre-market,,1,"$36,666,161",N/A,N/A,
2025-08-14,PPSI,,time-after-hours,,1,"$35,584,851",($0.21),10/08/2024,
2025-08-14,STTK,,time-not-supplied,,3,"$35,407,118",($0.42),8/01/2024,
2025-08-14,XLO,,time-not-supplied,,2,"$35,222,302",($0.24),8/08/2024,
2025-08-14,BEEM,,time-after-hours,,2,"$34,554,639",($0.14),8/13/2024,
2025-08-14,SCYX,,time-not-supplied,,1,"$34,337,841",($0.30),8/08/2024,
2025-08-14,DTST,,time-pre-market,,1,"$33,379,000",($0.04),N/A,
2025-08-14,WYY,,time-after-hours,,2,"$32,667,161",($0.05),8/14/2024,
2025-08-14,RMTI,,time-pre-market,,1,"$32,264,322",$0.01,8/08/2024,
2025-08-14,IPWR,,time-pre-market,,1,"$32,216,553",($0.31),N/A,
2025-08-14,EQ,,time-not-supplied,,1,"$31,640,171",$0.01,8/08/2024,
2025-08-14,IGC,,time-not-supplied,,1,"$29,613,730",($0.03),8/08/2024,
2025-08-14,GAME,,time-after-hours,,1,"$29,609,561",($0.26),8/14/2024,
2025-08-14,CLIR,,time-after-hours,,1,"$28,308,167",($0.04),8/14/2024,
2025-08-14,BTCM,,time-after-hours,,1,"$28,236,116",N/A,N/A,
2025-08-14,SPCB,,time-pre-market,,1,"$24,574,990",$1.80,N/A,
2025-08-14,CMBM,,time-not-supplied,,3,"$23,363,278",($0.33),8/08/2024,
2025-08-14,GWH,,time-after-hours,,1,"$21,907,788",($1.80),8/14/2024,
2025-08-14,PRPO,,time-after-hours,,1,"$20,865,752",($0.83),N/A,
2025-08-14,SIDU,,time-after-hours,,1,"$20,684,066",($0.99),N/A,
2025-08-14,TOMZ,,time-not-supplied,,1,"$20,615,661",N/A,8/01/2024,
2025-08-14,PMN,,time-not-supplied,,1,"$20,528,811",($0.13),8/08/2024,
2025-08-14,CTRM,,time-not-supplied,,1,"$20,484,190",$0.97,N/A,
2025-08-14,NXPL,,time-pre-market,,1,"$19,472,288",$0.24,N/A,
2025-08-14,PASG,,time-not-supplied,,2,"$18,409,741",($5.20),8/08/2024,
2025-08-14,EVAX,,time-pre-market,,1,"$17,496,904",($0.60),8/14/2024,
2025-08-14,DARE,,time-after-hours,,2,"$17,435,260",$1.52,8/12/2024,
2025-08-14,MXC,,time-not-supplied,,1,"$17,063,640",$0.14,N/A,
2025-08-14,SYBX,,time-not-supplied,,1,"$16,144,508",$0.16,8/08/2024,
2025-08-14,BLRX,,time-pre-market,,1,"$13,842,131",$0.40,8/15/2024,
2025-08-14,OXBR,,time-after-hours,,1,"$12,615,753",($0.14),N/A,
2025-08-14,LMFA,,time-pre-market,,1,"$11,806,848",($1.65),8/14/2024,
2025-08-14,CARM,,time-not-supplied,,1,"$11,512,620",($0.27),N/A,
2025-08-14,SOWG,,time-pre-market,,1,"$10,074,008",$0.29,N/A,
2025-08-14,BNGO,,time-after-hours,,1,"$9,856,520",($14.37),8/07/2024,
2025-08-14,TRAW,,time-pre-market,,1,"$9,014,190",($99.99),N/A,
2025-08-14,BNZI,,time-after-hours,,2,"$8,985,657",$75,8/14/2024,
2025-08-14,TLPH,,time-after-hours,,1,"$8,611,454",($0.15),N/A,
2025-08-14,CODX,,time-after-hours,,1,"$8,512,414",($0.25),8/08/2024,
2025-08-14,NWTG,,time-pre-market,,1,"$8,129,043",($23.72),8/05/2024,
2025-08-14,CLRB,,time-pre-market,,1,"$8,045,458",($15.32),10/29/2024,
2025-08-14,PAVM,,time-pre-market,,1,"$7,926,353",($0.84),8/13/2024,
