date,symbol,company_name,time,consensus,no_of_estimates,market_cap,last_year_eps,last_year_rpt_dt,surprise_percent
2025-08-14,LFWD,,time-pre-market,,1,"$7,553,410",($0.50),8/14/2024,
2025-08-14,HIHO,,time-not-supplied,,1,"$7,454,957",$0.02,N/A,
2025-08-14,SUNE,,time-after-hours,,1,"$5,109,921",($99.99),N/A,
2025-08-14,TRNR,,time-pre-market,,1,"$4,312,997",($99.99),N/A,
2025-08-14,EDBL,,time-pre-market,,1,"$3,906,423",$25,N/A,
2025-08-14,VERO,,time-after-hours,,1,"$3,504,031",($15.29),N/A,
2025-08-14,TIVC,,time-after-hours,,1,"$3,126,894",($5.44),N/A,
2025-08-14,SLE,,time-after-hours,,1,"$3,077,261",$24,8/14/2024,
2025-08-14,DFLI,,time-after-hours,,1,"$2,255,582",($1.98),8/14/2024,
2025-08-14,NVVE,,time-after-hours,,1,"$2,214,221",($6.70),N/A,
2025-08-14,APDN,,time-not-supplied,,1,"$2,125,000",$352.32,N/A,
2025-08-14,OTRK,,time-not-supplied,,1,"$1,539,515",($2.85),8/08/2024,
2025-08-14,XXII,,time-pre-market,,N/A,"$1,150,761",($99.99),8/13/2024,
2025-08-14,NUWE,,time-pre-market,,N/A,"$645,564",($99.99),8/13/2024,
2025-08-14,TIC,,time-pre-market,,1,,N/A,N/A,
2025-08-15,RNA,,time-not-supplied,,5,"$5,889,749,768",($0.65),8/09/2024,
2025-08-15,FLO,,time-pre-market,,4,"$3,418,330,453",$0.36,8/16/2024,
2025-08-15,SBET,,time-pre-market,,5,"$1,387,569,380",($3.24),N/A,
2025-08-15,PPTA,,time-not-supplied,,1,"$1,242,709,588",($0.06),8/09/2024,
2025-08-15,NFE,,time-not-supplied,,3,"$718,399,536",($0.41),8/09/2024,
2025-08-15,PROK,,time-not-supplied,,3,"$660,045,319",($0.16),8/09/2024,
2025-08-15,FUFU,,time-pre-market,,4,"$657,319,658",$0.01,8/20/2024,
2025-08-15,SY,,time-pre-market,,5,"$463,205,956",$0.02,N/A,
2025-08-15,YORW,,time-not-supplied,,1,"$445,256,565",$0.35,8/02/2024,
2025-08-15,HSHP,,time-not-supplied,,5,"$334,694,500",$0.16,N/A,
2025-08-15,BRT,,time-not-supplied,,1,"$282,785,873",$0.35,8/09/2024,
2025-08-15,LWLG,,time-not-supplied,,5,"$271,339,311",($0.05),N/A,
2025-08-15,AMBI,,time-not-supplied,,5,"$255,531,613",$0.24,N/A,
2025-08-15,SNFCA,,time-pre-market,,5,"$232,253,109",$0.29,N/A,
2025-08-15,TE,,time-pre-market,,5,"$193,363,234",($0.19),N/A,
2025-08-15,MNPR,,time-not-supplied,,3,"$191,650,807",($0.50),8/09/2024,
2025-08-15,LITB,,time-not-supplied,,5,"$148,951,416",$0.06,N/A,
2025-08-15,PNBK,,time-not-supplied,,5,"$129,641,439",($0.77),N/A,
2025-08-15,NA,,time-pre-market,,5,"$119,999,124",N/A,N/A,
2025-08-15,ATHR,,time-not-supplied,,5,"$102,255,757",N/A,N/A,
2025-08-15,KNDI,,time-not-supplied,,5,"$100,461,969",$0.02,N/A,
2025-08-15,NTHI,,time-not-supplied,,5,"$97,226,825",N/A,N/A,
2025-08-15,TOUR,,time-pre-market,,5,"$88,887,814",$0.03,N/A,
2025-08-15,CBAT,,time-not-supplied,,1,"$86,342,076",$0.07,8/09/2024,
2025-08-15,HOUR,,time-not-supplied,,5,"$64,343,148",$0.02,N/A,
2025-08-15,MVO,,time-not-supplied,,5,"$64,170,000",$0.33,N/A,
2025-08-15,NSTS,,time-not-supplied,,5,"$63,708,608",($0.07),N/A,
2025-08-15,GRO,,time-not-supplied,,5,"$61,846,117",N/A,N/A,
2025-08-15,BEDU,,time-not-supplied,,5,"$50,534,547",$0.20,N/A,
2025-08-15,OMEX,,time-not-supplied,,5,"$50,136,862",($0.07),N/A,
2025-08-15,KLRS,,time-not-supplied,,2,"$49,748,432",($1.15),8/09/2024,
2025-08-15,PRT,,time-not-supplied,,5,"$48,662,928",$0.11,N/A,
2025-08-15,VOC,,time-not-supplied,,5,"$47,430,000",$0.18,N/A,
2025-08-15,SLGL,,time-not-supplied,,5,"$45,137,702",$0.70,N/A,
2025-08-15,VIVK,,time-not-supplied,,5,"$45,107,480",($0.12),N/A,
2025-08-15,GRCE,,time-not-supplied,,N/A,"$41,591,879",($0.24),8/09/2024,
2025-08-15,SCNX,,time-not-supplied,,5,"$27,806,829",($1.04),N/A,
2025-08-15,CASI,,time-not-supplied,,1,"$26,802,338",($0.52),8/16/2024,
2025-08-15,ELSE,,time-not-supplied,,5,"$15,968,967",N/A,N/A,
2025-08-15,HOTH,,time-not-supplied,,1,"$15,322,341",($0.24),8/09/2024,
2025-08-15,GWAV,,time-not-supplied,,5,"$10,839,339",($11.84),N/A,
2025-08-15,LDWY,,time-not-supplied,,5,"$8,876,309",($0.46),N/A,
2025-08-15,SNGX,,time-not-supplied,,1,"$7,965,004",($1.31),8/09/2024,
2025-08-15,FRSX,,time-not-supplied,,5,"$6,793,008",($0.30),N/A,
2025-08-15,GNPX,,time-not-supplied,,N/A,"$5,917,556",$3,8/09/2024,
2025-08-15,EONR,,time-not-supplied,,5,"$5,614,493",($0.44),N/A,
2025-08-15,GPUS,,time-not-supplied,,5,"$4,947,175",($37.76),N/A,
2025-08-15,HCWC,,time-not-supplied,,5,"$4,859,630",N/A,N/A,
2025-08-15,SBFM,,time-not-supplied,,5,"$3,871,784",($9.94),N/A,
2025-08-15,FRGT,,time-not-supplied,,5,"$3,509,194",N/A,N/A,
2025-08-15,THAR,,time-not-supplied,,5,"$3,192,872",($2.42),N/A,
2025-08-15,CNET,,time-not-supplied,,5,"$3,064,975",($0.12),N/A,
2025-08-15,DGLY,,time-not-supplied,,5,"$3,003,286",($99.99),N/A,
2025-08-15,BBLG,,time-not-supplied,,1,"$1,286,611",($4.02),8/09/2024,
2025-08-15,SLRX,,time-not-supplied,,5,"$1,211,277",($2.37),N/A,
2025-08-18,PANW,,time-after-hours,,16,"$112,135,756,000",$0.43,8/19/2024,
2025-08-18,FN,,time-after-hours,,3,"$11,910,467,696",$2.22,8/19/2024,
2025-08-18,XP,,time-after-hours,,1,"$8,974,971,131",$0.39,8/13/2024,
2025-08-18,SNRE,,time-not-supplied,,3,"$5,288,512,874",N/A,N/A,
2025-08-18,TGS,,time-not-supplied,,1,"$4,353,969,971",$0.64,8/05/2024,
2025-08-18,HSAI,,time-not-supplied,,N/A,"$2,952,704,231",($0.05),8/19/2024,
2025-08-18,BTDR,,time-pre-market,,4,"$2,516,383,246",($0.03),8/12/2024,
2025-08-18,RSKD,,time-pre-market,,4,"$816,506,634",($0.04),8/14/2024,
2025-08-18,ASPI,,time-not-supplied,,N/A,"$744,613,473",($0.24),8/19/2024,
2025-08-18,LZM,,time-not-supplied,,1,"$369,459,694",($0.09),8/19/2024,
2025-08-18,API,,time-after-hours,,N/A,"$350,665,279",($0.10),8/19/2024,
2025-08-18,MLP,,time-not-supplied,,3,"$329,093,406",($0.09),N/A,
2025-08-18,AREN,,time-not-supplied,,3,"$319,609,597",($0.24),N/A,
2025-08-18,NYXH,,time-after-hours,,3,"$262,739,400",($0.46),8/06/2024,
2025-08-18,INV,,time-not-supplied,,3,"$252,460,028",($0.17),N/A,
2025-08-18,AVBH,,time-not-supplied,,1,"$182,970,288",$0.46,7/22/2024,
2025-08-18,FLXS,,time-after-hours,,1,"$181,452,636",$0.75,8/19/2024,
2025-08-18,CRGO,,time-not-supplied,,1,"$166,642,321",($0.11),8/19/2024,
2025-08-18,ELDN,,time-not-supplied,,4,"$162,279,610",($0.32),8/19/2024,
2025-08-18,AREC,,time-not-supplied,,1,"$134,107,766",($0.09),8/19/2024,
2025-08-18,VGZ,,time-not-supplied,,N/A,"$131,072,027",$0.12,7/29/2024,
2025-08-18,ZEO,,time-not-supplied,,3,"$117,838,580",($0.13),N/A,
2025-08-18,BTCS,,time-not-supplied,,1,"$97,038,794",($0.04),8/19/2024,
2025-08-18,BLNK,,time-after-hours,,2,"$91,479,877",($0.18),8/07/2024,
2025-08-18,EPIX,,time-not-supplied,,N/A,"$84,782,131",($0.16),8/05/2024,
2025-08-18,AGAE,,time-not-supplied,,3,"$58,549,078",($0.09),N/A,
2025-08-18,FLNT,,time-not-supplied,,1,"$48,099,728",($0.50),8/19/2024,
2025-08-18,AIFF,,time-not-supplied,,3,"$35,753,852",($0.58),N/A,
2025-08-18,AKTX,,time-not-supplied,,3,"$33,785,189",N/A,N/A,
2025-08-18,KLTO,,time-not-supplied,,3,"$27,035,332",($0.03),N/A,
2025-08-18,SEGG,,time-not-supplied,,3,"$21,360,048",($1.47),N/A,
2025-08-18,APUS,,time-not-supplied,,3,"$17,711,254",N/A,N/A,
2025-08-18,ALLR,,time-not-supplied,,1,"$14,310,514",($3.30),8/05/2024,
2025-08-18,CETY,,time-not-supplied,,3,"$14,141,754",($0.02),N/A,
2025-08-18,REBN,,time-not-supplied,,3,"$13,682,529",($0.48),N/A,
2025-08-18,AIMD,,time-not-supplied,,3,"$13,666,054",($2.45),N/A,
2025-08-18,YOSH,,time-not-supplied,,3,"$11,983,266",($0.20),N/A,
2025-08-18,IMG,,time-not-supplied,,3,"$10,493,376",($0.76),N/A,
2025-08-18,FTFT,,time-not-supplied,,3,"$8,853,917",($0.90),N/A,
2025-08-18,MIGI,,time-not-supplied,,1,"$8,706,682",($0.55),8/19/2024,
2025-08-18,UUU,,time-not-supplied,,3,"$7,794,429",($0.19),N/A,
2025-08-18,RIME,,time-not-supplied,,N/A,"$5,909,242",($99.99),8/19/2024,
2025-08-18,ECDA,,time-not-supplied,,N/A,"$5,573,242",($0.03),8/19/2024,
2025-08-18,SOPA,,time-not-supplied,,1,"$5,563,280",($0.73),8/19/2024,
2025-08-18,HCTI,,time-not-supplied,,3,"$5,068,663",$70,N/A,
2025-08-18,SGN,,time-not-supplied,,3,"$4,781,955",($0.08),N/A,
2025-08-18,VIVS,,time-not-supplied,,3,"$4,627,639",($2.76),N/A,
2025-08-18,ALBT,,time-not-supplied,,3,"$4,223,555",($2.85),N/A,
2025-08-18,ADTX,,time-not-supplied,,3,"$2,395,659",($99.99),N/A,
2025-08-18,WINT,,time-not-supplied,,N/A,"$1,998,332",($99.99),8/19/2024,
2025-08-18,TNFA,,time-not-supplied,,3,"$1,558,831",($1.81),N/A,
2025-08-18,FOXO,,time-not-supplied,,3,"$1,037,131",($4.78),N/A,
2025-08-19,HD,,time-pre-market,,11,"$385,564,442,027",$4.67,8/13/2024,
2025-08-19,MDT,,time-pre-market,,12,"$118,824,488,556",$1.23,8/20/2024,
2025-08-19,ALC,,time-after-hours,,7,"$41,884,110,316",$0.74,8/20/2024,
2025-08-19,KEYS,,time-after-hours,,3,"$27,793,859,640",$1.42,8/20/2024,
2025-08-19,VIK,,time-pre-market,,6,"$25,602,540,865",$0.76,8/22/2024,
2025-08-19,XPEV,,time-pre-market,,N/A,"$20,315,794,743",($0.19),8/20/2024,
2025-08-19,AS,,time-pre-market,,3,"$20,309,508,288",$0.05,8/20/2024,
2025-08-19,ZTO,,time-after-hours,,N/A,"$16,234,174,128",$0.47,8/20/2024,
2025-08-19,SQM,,time-after-hours,,4,"$13,110,775,387",$0.75,8/21/2024,
2025-08-19,TOL,,time-after-hours,,7,"$12,192,116,580",$3.60,8/20/2024,
2025-08-19,JHX,,time-after-hours,,3,"$12,043,522,244",$0.41,8/12/2024,
2025-08-19,JKHY,,time-after-hours,,4,"$11,542,790,101",$1.38,8/20/2024,
2025-08-19,SSL,,time-not-supplied,,1,"$3,082,290,034",N/A,N/A,
2025-08-19,PAGS,,time-not-supplied,,4,"$2,808,263,772",$0.32,8/20/2024,
2025-08-19,PINC,,time-pre-market,,1,"$1,921,872,433",$0.69,8/20/2024,
2025-08-19,FORTY,,time-not-supplied,,1,"$1,822,802,373",$1.20,N/A,
2025-08-19,LZB,,time-after-hours,,1,"$1,501,142,609",$0.62,8/20/2024,
2025-08-19,OPRA,,time-pre-market,,1,"$1,430,223,647",$0.22,8/22/2024,
2025-08-19,NMM,,time-not-supplied,,1,"$1,312,182,426",$3.06,8/20/2024,
2025-08-19,ITRN,,time-pre-market,,1,"$821,704,322",$0.66,N/A,
2025-08-19,YSG,,time-not-supplied,,N/A,"$821,213,032",($0.11),8/20/2024,
2025-08-19,JBSS,,time-not-supplied,,1,"$731,866,094",$0.86,N/A,
2025-08-19,XYF,,time-pre-market,,1,"$577,002,416",$1,N/A,
2025-08-19,YRD,,time-not-supplied,,1,"$490,788,829",$0.65,N/A,
2025-08-19,AUNA,,time-after-hours,,1,"$462,314,369",$0.03,8/21/2024,
2025-08-19,NNDM,,time-not-supplied,,1,"$288,987,023",($0.20),N/A,
2025-08-19,IMMR,,time-not-supplied,,1,"$228,070,881",$0.89,N/A,
2025-08-19,SOL,,time-not-supplied,,2,"$95,971,433",$0.01,8/20/2024,
2025-08-19,CCIF,,time-after-hours,,2,"$63,086,870",$0.32,8/21/2024,
2025-08-19,VEEA,,time-not-supplied,,1,"$46,689,132",N/A,N/A,
2025-08-19,LVTX,,time-not-supplied,,3,"$39,984,048",($0.31),8/20/2024,
2025-08-19,COSM,,time-not-supplied,,1,"$22,339,855",($0.09),N/A,
2025-08-19,WKHS,,time-not-supplied,,1,"$16,104,194",($17.50),8/20/2024,
2025-08-19,OSRH,,time-not-supplied,,1,"$11,365,706",N/A,N/A,
2025-08-19,XHLD,,time-not-supplied,,1,"$10,031,227",N/A,N/A,
2025-08-19,WETH,,time-not-supplied,,1,"$9,741,501",$0.23,N/A,
2025-08-19,EVGN,,time-pre-market,,1,"$7,882,653",($1.06),N/A,
2025-08-19,TRUG,,time-not-supplied,,N/A,"$4,315,501",$6,8/20/2024,
2025-08-19,CASK,,time-not-supplied,,1,"$4,075,662",N/A,N/A,
2025-08-20,TJX,,time-pre-market,,7,"$147,707,508,618",$0.96,8/21/2024,
2025-08-20,LOW,,time-pre-market,,14,"$134,420,972,511",$4.10,8/20/2024,
2025-08-20,ADI,,time-pre-market,,11,"$111,194,333,278",$1.58,8/21/2024,
2025-08-20,TGT,,time-pre-market,,13,"$47,258,597,363",$2.57,8/21/2024,
2025-08-20,EL,,time-pre-market,,11,"$32,068,291,497",$0.64,8/19/2024,
2025-08-20,BIDU,,time-pre-market,,2,"$29,560,859,347",$2.38,8/22/2024,
2025-08-20,FUTU,,time-pre-market,,N/A,"$22,206,786,729",$1.11,8/20/2024,
2025-08-20,NDSN,,time-after-hours,,5,"$11,901,349,117",$2.41,8/21/2024,
2025-08-20,HTHT,,time-pre-market,,1,"$9,849,674,853",$0.46,8/20/2024,
2025-08-20,BZ,,time-pre-market,,1,"$9,172,923,333",$0.13,8/28/2024,
2025-08-20,DY,,time-pre-market,,5,"$7,949,702,201",$2.46,8/21/2024,
2025-08-20,GDS,,time-pre-market,,2,"$7,609,142,591",($0.18),8/21/2024,
2025-08-20,COTY,,time-after-hours,,8,"$4,117,208,611",($0.03),8/20/2024,
2025-08-20,KC,,time-pre-market,,2,"$3,650,009,607",($0.20),8/20/2024,
2025-08-20,AAPG,,time-after-hours,,3,"$3,486,148,466",N/A,N/A,
2025-08-20,BBAR,,time-after-hours,,1,"$3,412,795,140",$0.61,8/21/2024,
2025-08-20,CAAP,,time-not-supplied,,1,"$3,410,283,387",$0.31,8/21/2024,
2025-08-20,M,,time-not-supplied,,5,"$3,288,343,660",$0.53,8/21/2024,
2025-08-20,LU,,time-not-supplied,,N/A,"$2,417,925,600",($0.19),8/21/2024,
2025-08-20,FINV,,time-after-hours,,3,"$2,270,588,195",$0.30,N/A,
2025-08-20,ZIM,,time-pre-market,,3,"$2,145,348,253",$3.08,8/19/2024,
2025-08-20,IQ,,time-pre-market,,2,"$1,742,955,515",$0.01,8/22/2024,
2025-08-20,FLNG,,time-pre-market,,1,"$1,366,257,020",$0.56,8/14/2024,
2025-08-20,DRD,,time-pre-market,,3,"$1,310,716,484",N/A,N/A,
2025-08-20,RERE,,time-pre-market,,1,"$857,283,714",$0.04,8/20/2024,
2025-08-20,WOLF,,time-not-supplied,,3,"$220,989,942",($1.06),8/21/2024,
2025-08-20,UFI,,time-not-supplied,,1,"$81,337,737",($0.22),8/21/2024,
2025-08-20,CLGN,,time-pre-market,,1,"$34,134,446",($0.37),8/20/2024,
2025-08-20,CMMB,,time-not-supplied,,2,"$17,913,780",($0.26),8/21/2024,
2025-08-21,WMT,,time-pre-market,,12,"$829,404,859,785",$0.67,8/15/2024,
2025-08-21,BABA,,time-not-supplied,,2,"$273,972,915,609",$2.04,8/15/2024,
2025-08-21,INTU,,time-after-hours,,7,"$196,961,687,230",$0.61,8/22/2024,
2025-08-21,YMM,,time-pre-market,,1,"$117,767,686,132",$0.12,8/21/2024,
2025-08-21,WDAY,,time-after-hours,,11,"$57,055,230,000",$0.37,8/22/2024,
2025-08-21,ROST,,time-after-hours,,8,"$47,912,560,621",$1.59,8/22/2024,
2025-08-21,ZM,,time-after-hours,,10,"$21,108,747,726",$0.71,8/21/2024,
2025-08-21,AEG,,time-pre-market,,4,"$14,765,523,308",N/A,N/A,
2025-08-21,BILI,,time-pre-market,,2,"$9,639,850,293",($0.17),8/22/2024,
2025-08-21,DDS,,time-not-supplied,,3,"$7,309,093,493",$4.59,8/15/2024,
2025-08-21,MNSO,,time-pre-market,,N/A,"$6,271,231,917",$0.26,8/30/2024,
2025-08-21,MZTI,,time-pre-market,,1,"$4,903,422,340",$1.35,8/22/2024,
2025-08-21,TEO,,time-not-supplied,,2,"$4,363,371,908",$0.15,8/15/2024,
2025-08-21,VNET,,time-pre-market,,2,"$2,157,587,726",$0.06,8/27/2024,
2025-08-21,AACT,,time-not-supplied,,4,"$1,847,612,272",N/A,N/A,
2025-08-21,NMAX,,time-not-supplied,,4,"$1,471,631,256",N/A,N/A,
2025-08-21,AFYA,,time-not-supplied,,1,"$1,332,331,163",$0.41,8/15/2024,
2025-08-21,CVAC,,time-not-supplied,,2,"$1,218,156,736",($0.34),8/15/2024,
2025-08-21,SCSC,,time-pre-market,,2,"$939,073,468",$0.80,8/27/2024,
2025-08-21,CEP,,time-not-supplied,,4,"$854,907,127",N/A,N/A,
2025-08-21,HOV,,time-pre-market,,1,"$779,104,537",$9.75,8/22/2024,
2025-08-21,CSIQ,,time-pre-market,,4,"$775,417,586",$0.02,8/22/2024,
2025-08-21,ZBIO,,time-not-supplied,,4,"$623,538,483",N/A,N/A,
2025-08-21,LYTS,,time-pre-market,,1,"$551,782,019",$0.19,8/15/2024,
2025-08-21,SLQT,,time-pre-market,,2,"$331,624,835",($0.18),9/13/2024,
2025-08-21,OCFT,,time-pre-market,,4,"$290,545,195",($0.06),N/A,
2025-08-21,GHG,,time-not-supplied,,4,"$220,308,145",$0.36,N/A,
2025-08-21,TAYD,,time-not-supplied,,4,"$139,113,887",$0.67,N/A,
2025-08-21,TWIN,,time-pre-market,,4,"$125,489,753",$0.32,N/A,
2025-08-21,AXIL,,time-not-supplied,,4,"$56,523,742",$0.10,N/A,
2025-08-21,HOVR,,time-not-supplied,,4,"$55,237,859",N/A,N/A,
2025-08-21,AGH,,time-not-supplied,,4,"$53,854,400",N/A,N/A,
2025-08-21,COEP,,time-not-supplied,,4,"$38,863,048",($1.60),N/A,
2025-08-21,JUNS,,time-not-supplied,,4,"$38,069,439",N/A,N/A,
2025-08-21,TOPP,,time-not-supplied,,4,"$35,350,000",N/A,N/A,
2025-08-21,BCG,,time-not-supplied,,4,"$33,952,031",($0.04),N/A,
2025-08-21,BOSC,,time-pre-market,,4,"$27,959,198",$0.09,N/A,
2025-08-21,CEPO,,time-not-supplied,,4,"$26,173,470",N/A,N/A,
2025-08-21,RAIN,,time-not-supplied,,4,"$26,173,470",N/A,N/A,
2025-08-21,BLBX,,time-not-supplied,,4,"$25,793,405",($0.27),N/A,
2025-08-21,ADGM,,time-not-supplied,,4,"$20,765,113",N/A,N/A,
2025-08-21,CJMB,,time-not-supplied,,4,"$20,573,724",N/A,N/A,
2025-08-21,ABP,,time-not-supplied,,4,"$15,050,929",N/A,N/A,
2025-08-21,AMOD,,time-not-supplied,,4,"$14,658,534",N/A,N/A,
2025-08-21,GORV,,time-not-supplied,,4,"$14,632,359",($42.64),N/A,
2025-08-21,SKYQ,,time-not-supplied,,4,"$9,632,188",N/A,N/A,
2025-08-21,NCNA,,time-not-supplied,,4,"$8,529,556",($99.99),N/A,
2025-08-21,MKZR,,time-not-supplied,,4,"$8,296,685",N/A,N/A,
2025-08-21,ADVB,,time-not-supplied,,4,"$8,136,640",N/A,N/A,
2025-08-21,CAPS,,time-not-supplied,,4,"$6,435,911",N/A,N/A,
2025-08-21,GIPR,,time-not-supplied,,4,"$4,626,710",($0.42),N/A,
2025-08-21,LRHC,,time-not-supplied,,4,"$3,972,908",($12.80),N/A,
2025-08-21,TTNP,,time-not-supplied,,4,"$3,839,783",($2.29),N/A,
2025-08-21,AYRO,,time-not-supplied,,4,"$3,335,352",$2.24,N/A,
2025-08-21,SYTA,,time-not-supplied,,4,"$3,228,771",($99.99),N/A,
2025-08-21,PRFX,,time-not-supplied,,4,"$2,601,301",($9.60),N/A,
2025-08-21,SGD,,time-not-supplied,,4,"$2,112,668",N/A,N/A,
2025-08-21,SCNI,,time-not-supplied,,4,"$1,469,881",($3.57),N/A,
